"","Unique_ID","Sample","Type","Site","LTER_Site","Depth","Replicate","Core","Date","Group","Group_2","Group_3","Environment","perc_OM","d15N","perc_OrgN","d13C","perc_OrgC","C.N","Lambda","Sigma8","S","V","C","P","S.V","C.V","P..V.S.","Bd.V","Ac.Ads","Ac.Adv","Cumulative_3.900um","Cumulative_31.000um","Cumulative_62.500um","Cumulative_125.000um","Diameter_5.00.","Diameter_7.00.","Diameter_10.00.","Diameter_16.00.","Diameter_50.00.","Diameter_84.00.","Diameter_90.00.","Diameter_95.00.","Diameter_98.00.","perc_Clay","perc_Silt","perc_Sand","Depthf","Group_3f","C.Nnum","Cnum","Pnum"
"139",206,"404M","Marine","AQUE","AQUE",20,3,"B","3/13/17","G","L",1,"Reef",1.19,4.21,0.04,-21.83,0.35,"8.75",1.74,0.61,1.31,0.42,"0.01","0.2",3.17,0.02,0.12,0.25,0.27,0.16,3.47,14.97,25.32,77.88,NA,10.29,NA,35.99,90.96,NA,150.89,171.68,196.79,3.47,21.85,74.68,"20","1",243,3,19
"140",207,"405M","Marine","AQUE","AQUE",20,4,"T","3/13/17","G","L",1,"Reef",0.97,3.89,0.04,-21.7,0.3,"7.5",1.46,0.44,1.11,0.33,"0.01","0.2",3.33,0.02,0.14,0.3,0.25,0.17,2.88,12.29,23,78.42,NA,15.14,NA,49.09,91.37,NA,149.13,169.08,193.12,2.88,20.12,77,"20","1",204,3,19
"141",208,"406M","Marine","AQUE","AQUE",20,4,"B","3/13/17","G","L",1,"Reef",1.25,4.17,0.04,-21.41,0.34,"8.5",2.55,0.87,2.03,0.51,"0.01","0.23",3.99,0.02,0.09,0.22,0.25,0.14,3.63,15.07,27.3,80.87,NA,10.3,NA,35.74,87.23,NA,145.12,164.43,186.33,3.63,23.67,72.7,"20","1",235,3,22
"142",209,"413M","Marine","AQUE","AQUE",20,1,"T","3/13/17","G","L",1,"Reef",1.24,3.81,0.04,-21.44,0.33,"8.25",2.52,0.83,1.99,0.52,"0.01","0.26",3.8,0.02,0.1,0.31,0.23,0.15,3.37,14.1,26.02,81.01,NA,11.83,NA,40.31,87.79,NA,144.55,163.56,185.06,3.37,22.65,73.98,"20","1",229,3,25
"143",210,"414M","Marine","AQUE","AQUE",20,1,"B","3/13/17","G","L",1,"Reef",1.15,4.28,0.05,-20.69,0.38,"7.6",2.83,1.08,2.22,0.61,"0.01","0.22",3.62,0.01,0.08,0.17,0.16,0.13,3.57,14.65,25.44,78.89,NA,10.35,NA,37.92,89.96,NA,148.62,168.76,192.97,3.57,21.87,74.56,"20","1",206,3,21
"144",211,"419M","Marine","AQUE","AQUE",10,4,"B","3/13/17","G","L",1,"Reef",1.8,3.3,0.05,-22.14,0.4,"8",1.84,0.74,1.54,0.29,"<0.01","0.16",5.26,0.01,0.09,0.4,0.18,0.15,2.33,10.02,15.8,52.07,NA,18.76,NA,62.92,121.62,NA,276.84,363.45,443.99,2.33,13.47,84.2,"10","1",225,1,15
"145",212,"420M","Marine","AQUE","AQUE",10,4,"T","3/13/17","G","L",1,"Reef",1.05,2.84,0.04,-22.22,0.35,"8.75",1.33,0.47,1.03,0.3,"<0.01","0.13",3.5,0.02,0.1,0.29,0.12,0.13,2.37,9.72,14.94,52.74,NA,19.56,NA,65.4,120.9,NA,244.61,324.65,415.9,2.37,12.57,85.06,"10","1",243,1,12
"146",213,"421M","Marine","AQUE","AQUE",10,3,"T","3/13/17","G","L",1,"Reef",0.76,2.75,0.03,-21.42,0.19,"6.33",0.16,0.03,0.13,0.03,NA,"0.09",4.48,NA,0.58,0.95,NA,0.17,1.57,6.01,8.7,41.66,NA,45.05,NA,84.31,137.68,NA,278.19,357.61,437.31,1.57,7.13,91.3,"10","1",172,NA,8
"147",214,"422M","Marine","AQUE","AQUE",10,3,"B","3/13/17","G","L",1,"Reef",1.01,3.14,0.04,-21.17,0.3,"7.5",0.67,0.2,0.49,0.17,"<0.01","0.14",2.84,0.02,0.22,0.25,0.1,0.14,2.38,9.91,15.53,58.35,NA,19.17,NA,63.56,113.4,NA,212.57,279.95,385.82,2.38,13.15,84.47,"10","1",204,1,13
"148",215,"423M","Marine","AQUE","AQUE",10,2,"T","3/13/17","G","L",1,"Reef",0.85,2.95,0.04,-26.08,0.29,"7.25",0.41,0.12,0.36,0.05,NA,"0.1",7.86,NA,0.25,0.56,0.06,0.11,1.72,6.9,9.91,43.49,NA,32,NA,81.09,134.9,NA,277.18,358.35,438.63,1.72,8.19,90.09,"10","1",193,NA,9
"149",216,"424M","Marine","AQUE","AQUE",10,2,"B","3/13/17","G","L",1,"Reef",1.63,3.57,0.05,-23.59,0.49,"9.8",0.95,0.47,0.76,0.19,"<0.01","0.12",4.07,0.02,0.13,0.44,0.11,0.16,2.51,10.34,15.92,53.47,NA,17.44,NA,62.65,119.6,NA,256.14,343.93,430.42,2.51,13.41,84.08,"10","1",279,1,11
"150",217,"425M","Marine","AQUE","AQUE",10,1,"T","3/13/17","G","L",1,"Reef",1.21,3.24,0.04,-20.89,0.26,"6.5",0.49,0.13,0.39,0.09,"<0.01","0.15",4.17,0.03,0.3,0.61,0.1,0.15,2.06,8.16,12.07,50.74,NA,24.83,NA,73.15,123.95,NA,240.02,316.4,408.79,2.06,10.01,87.93,"10","1",176,1,14
"151",218,"426M","Marine","AQUE","AQUE",10,1,"B","3/13/17","G","L",1,"Reef",1.11,3.07,0.04,-21.93,0.34,"8.5",1.04,0.36,0.79,0.25,"<0.01","0.14",3.1,0.02,0.14,0.33,0.12,0.13,2.45,9.93,16.01,56.36,NA,18.99,NA,62.13,115.53,NA,236.54,320.41,414.58,2.45,13.56,83.99,"10","1",235,1,13
"152",219,"523M","Marine","IVEE","IVEE",10,2,"B","3/13/17","G","L",2,"Reef",6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.38,70.36,93.51,99.94,NA,2.29,NA,4.28,14.73,NA,54.54,67.52,82.85,14.38,79.13,6.49,"10","2",NA,NA,NA
"153",220,"524M","Marine","IVEE","IVEE",10,1,"T","3/13/17","G","L",2,"Reef",6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,63.44,88.79,99.55,NA,2.27,NA,4.46,17.91,NA,65.45,81.17,99.31,13.89,74.91,11.21,"10","2",NA,NA,NA
"154",221,"525M","Marine","IVEE","IVEE",10,1,"B","3/13/17","G","L",2,"Reef",6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.91,77.85,97.65,100,NA,1.62,NA,3.17,11.67,NA,44.96,54.02,64.6,19.91,77.73,2.35,"10","2",NA,NA,NA
"155",222,"526M","Marine","IVEE","IVEE",10,4,"T","3/13/17","G","L",2,"Reef",7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,28.13,38.55,44.33,NA,4.12,NA,10.74,410.33,NA,1265.36,1503.81,1755.77,6.68,31.87,61.45,"10","2",NA,NA,NA
"156",223,"527M","Marine","IVEE","IVEE",10,2,"T","3/13/17","G","L",2,"Reef",5.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,20.57,28.44,33.47,NA,5.88,NA,17.31,495.54,NA,1234.8,1476.29,1736.02,4.81,23.63,71.56,"10","2",NA,NA,NA
"157",224,"528M","Marine","IVEE","IVEE",10,3,"B","3/13/17","G","L",2,"Reef",9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71,35.59,51.44,65.02,NA,3.56,NA,8.84,59.06,NA,379.46,440.38,485.96,7.71,43.73,48.56,"10","2",NA,NA,NA
"158",225,"529M","Marine","IVEE","IVEE",10,3,"T","3/13/17","G","L",2,"Reef",3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,25.11,34.86,41.26,NA,4.73,NA,12.66,321.38,NA,1036.79,1313.17,1610.99,5.79,29.07,65.14,"10","2",NA,NA,NA
"159",226,"530M","Marine","IVEE","IVEE",10,4,"B","3/13/17","G","L",2,"Reef",3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,23.92,33.39,39.56,NA,5.23,NA,13.89,326.04,NA,1126.81,1445.1,1783.94,5.24,28.15,66.61,"10","2",NA,NA,NA
"160",227,"535M","Marine","IVEE","IVEE",20,1,"T","3/13/17","G","L",2,"Reef",0.73,4.03,0.03,-22.53,0.23,"7.67",0.52,0.12,0.39,0.13,"0.01","0.16",3.04,0.04,0.3,0.65,0.14,0.23,2.26,8.21,13.38,44.96,NA,23.38,NA,70.05,133.9,NA,287.68,366.82,443.88,2.26,11.12,86.62,"20","2",210,3,15
"161",228,"536M","Marine","IVEE","IVEE",20,1,"B","3/13/17","G","L",2,"Reef",1.26,4.43,0.04,-22.53,0.32,"8",0.82,0.26,0.6,0.22,"0.01","0.18",2.76,0.04,0.22,0.48,0.15,0.19,3.08,11.67,18.53,51.41,NA,13.11,NA,53.91,122.47,NA,267.46,349.51,431.84,3.08,15.46,81.47,"20","2",225,3,17
"162",229,"537M","Marine","IVEE","IVEE",20,2,"B","3/13/17","G","L",2,"Reef",1.36,3.94,0.04,-22.67,0.33,"8.25",0.78,0.26,0.59,0.18,"0.01","0.16",3.28,0.04,0.21,0.57,0.15,0.21,2.87,11.7,17.99,48.9,NA,13.35,NA,54.18,126.93,NA,272.73,353.67,434.56,2.87,15.13,82.01,"20","2",229,3,15
"163",230,"538M","Marine","IVEE","IVEE",20,2,"T","3/13/17","G","L",2,"Reef",0.8,4.61,0.03,-22.82,0.24,"8",0.68,0.16,0.53,0.14,"0.01","0.19",3.84,0.05,0.28,0.57,0.13,0.23,2.77,10.67,17.77,54.59,NA,15.62,NA,57.64,117.41,NA,242.08,317.91,408.57,2.77,15.01,82.23,"20","2",225,3,18
"164",231,"543M","Marine","IVEE","IVEE",20,3,"T","3/13/17","G","L",2,"Reef",0.72,3.83,0.03,-22.35,0.22,"7.33",0.68,0.15,0.55,0.13,"0.01","0.16",4.33,0.05,0.23,0.67,0.14,0.24,2.4,8.66,13.5,44.46,NA,21.34,NA,70.37,134.71,NA,292.92,372.48,448.52,2.4,11.1,86.5,"20","2",197,3,15
"165",232,"544M","Marine","IVEE","IVEE",20,3,"B","3/13/17","G","L",2,"Reef",1.19,4.03,0.03,-23.9,0.28,"9.33",0.68,0.19,0.5,0.18,"0.01","0.15",2.85,0.04,0.22,0.53,0.16,0.2,3.14,12.47,19.02,48.35,NA,11.46,NA,50.38,128.1,NA,291.02,371.44,447.96,3.14,15.88,80.98,"20","2",263,3,14
"166",233,"545M","Marine","IVEE","IVEE",20,4,"B","3/13/17","G","L",2,"Reef",1.44,3.53,0.04,-22.44,0.32,"8",0.88,0.28,0.66,0.21,"0.01","0.18",3.11,0.04,0.21,0.47,0.15,0.2,2.34,8.72,13.96,44.02,NA,21.9,NA,69.03,135.64,NA,303.69,380.82,454.42,2.34,11.62,86.04,"20","2",225,3,17
"167",234,"546M","Marine","IVEE","IVEE",20,4,"T","3/13/17","G","L",2,"Reef",0.94,4.26,0.03,-22.73,0.23,"7.67",0.72,0.16,0.56,0.15,"0.01","0.22",3.62,0.05,0.31,0.72,0.17,0.21,2.38,8.5,13.21,43.77,NA,21.82,NA,71.47,136.09,NA,309,384.69,457.25,2.38,10.82,86.79,"20","2",210,3,21
"168",235,"500M","MarineRunoff","REFU","REFU",20,2,"B","3/13/17","G","K",1,"Reef",1.23,3.72,0.05,-22.94,0.46,"9.2",1.99,0.92,1.17,0.8,"0.02","0.3",1.47,0.02,0.15,0.23,0.06,0.16,4.06,15.78,26.32,68.75,NA,8.73,NA,31.89,96.41,NA,188.75,237.26,340,4.06,22.26,73.68,"20","1",257,4,29
"169",236,"501M","MarineRunoff","REFU","REFU",20,2,"T","3/13/17","G","K",1,"Reef",1.28,3.09,0.05,-23.54,0.48,"9.6",1.37,0.66,0.93,0.43,"0.01","0.2",2.14,0.03,0.14,0.35,0.14,0.17,4.01,15.92,26.11,69.89,NA,8.69,NA,31.47,95.99,NA,181.66,223.68,312.52,4.01,22.1,73.89,"20","1",271,3,19
"170",237,"502M","MarineRunoff","REFU","REFU",20,4,"B","3/13/17","G","K",1,"Reef",1.24,4.41,0.05,-23.32,0.5,"10",1.88,0.94,1.42,0.45,"0.01","0.22",3.18,0.03,0.12,0.29,0.1,0.14,3.47,13.53,22.18,64.34,NA,11.01,NA,44.3,103.5,NA,199.49,253.78,352.53,3.47,18.72,77.82,"20","1",2,3,21
"171",239,"504M","MarineRunoff","REFU","REFU",20,1,"T","3/13/17","G","K",1,"Reef",1.06,5.08,0.04,-22.6,0.29,"7.25",1.57,0.46,1.03,0.53,"0.02","0.26",1.95,0.03,0.17,0.33,0.13,0.17,3.17,12.23,19.44,58.33,NA,12.73,NA,51.8,112.17,NA,216.8,277.74,375.57,3.17,16.27,80.56,"20","1",193,4,25
"172",240,"505M","MarineRunoff","REFU","REFU",20,4,"T","3/13/17","G","K",1,"Reef",1.54,4.52,0.05,-23.34,0.49,"9.8",1.73,0.85,1.18,0.53,"0.02","0.26",2.23,0.04,0.15,0.26,0.07,0.16,4.03,15.97,26.34,68.9,NA,8.57,NA,31.16,96.37,NA,187.85,235.83,339.14,4.03,22.31,73.66,"20","1",279,4,25
"173",241,"507M","MarineRunoff","REFU","REFU",20,3,"T","3/13/17","G","K",1,"Reef",0.87,4.37,0.04,-22.93,0.23,"5.75",0.91,0.21,0.67,0.23,"0.01","0.18",2.92,0.04,0.19,0.52,0.18,0.25,3.4,13.71,21.76,63.46,NA,10.88,NA,43.06,105.51,NA,193.29,235.13,317.82,3.4,18.37,78.24,"20","1",163,3,17
"174",242,"508M","MarineRunoff","REFU","REFU",20,3,"B","3/13/17","G","K",1,"Reef",1.24,4.14,0.04,-23.36,0.42,"10.5",1.07,0.45,0.71,0.35,"0.01","0.2",2.02,0.04,0.19,0.5,0.05,0.19,3.42,13.86,22.34,62.29,NA,10.77,NA,42.02,105.85,NA,209.56,273.93,376.74,3.42,18.91,77.66,"20","1",21,3,19
"175",243,"512M","MarineRunoff","REFU","REFU",10,1,"B","3/13/17","G","K",1,"Reef",0.5,1.34,0.02,-18.17,0.12,"6",0.15,0.02,0.13,0.02,NA,"0.03",6.27,NA,0.18,2.07,0.11,0.27,1.4,5.16,7.37,22.32,NA,57.08,NA,107.84,194.31,NA,405.12,458.53,493.91,1.4,5.97,92.63,"10","1",165,NA,2
"176",244,"513M","MarineRunoff","REFU","REFU",10,1,"T","3/13/17","G","K",1,"Reef",0.58,2,0.02,-19.63,0.11,"5.5",0.09,0.01,0.07,0.02,NA,"0.03",4.19,NA,0.36,4.06,0.18,0.38,1.27,4.76,7.17,17.98,NA,61.07,NA,118.01,218.49,NA,420.54,467.16,497.58,1.27,5.9,92.83,"10","1",161,NA,2
"177",245,"514M","MarineRunoff","REFU","REFU",10,2,"B","3/13/17","G","K",1,"Reef",0.79,0.6,0.03,-23.18,0.2,"6.67",0.15,0.03,0.1,0.04,NA,"0.03",2.43,NA,0.23,1.93,0.21,0.33,1.82,7,10.04,24.07,NA,31.08,NA,99.31,197.47,NA,411.06,461.89,495.36,1.82,8.22,89.96,"10","1",177,NA,2
"178",246,"515M","MarineRunoff","REFU","REFU",10,2,"T","3/13/17","G","K",1,"Reef",0.68,1.96,0.02,-22.21,0.15,"7.5",0.08,0.01,0.06,0.02,NA,"0.02",3.58,NA,0.29,3.07,0.23,0.36,1.18,4.37,6.68,18.51,NA,66.68,NA,116.96,208.95,NA,412.18,462.48,495.57,1.18,5.5,93.32,"10","1",204,NA,1
"179",247,"516M","MarineRunoff","REFU","REFU",10,3,"T","3/13/17","G","K",1,"Reef",0.77,1.72,0.02,-22.16,0.16,"8",0.09,0.01,0.06,0.03,"<0.01","0.02",2.46,0.07,0.27,2.35,0.25,0.32,1.38,5.46,8.16,19.33,NA,50.47,NA,113.05,218.68,NA,422.37,468.18,498.02,1.38,6.78,91.84,"10","1",225,1,1
"180",248,"517M","MarineRunoff","REFU","REFU",10,3,"B","3/13/17","G","K",1,"Reef",0.87,2.93,0.03,-22.32,0.21,"7",0.13,0.03,0.1,0.03,"<0.01","0.09",3.21,0.08,0.68,1.91,0.17,0.29,0,1.55,4.71,15.48,NA,84.07,NA,126.87,256.67,NA,441.75,478.82,512.56,0,4.71,95.29,"10","1",187,1,8
"181",249,"518M","MarineRunoff","REFU","REFU",10,4,"B","3/13/17","G","K",1,"Reef",1.2,3.04,0.03,-22.54,0.28,"9.33",0.19,0.05,0.13,0.06,"<0.01","0.09",2.23,0.05,0.46,1.42,0.19,0.22,3.45,15.21,23.01,43.65,NA,9.16,NA,34.27,142.36,NA,376.77,437.91,484.92,3.45,19.56,76.99,"10","1",263,1,8
"182",250,"519M","MarineRunoff","REFU","REFU",10,4,"T","3/13/17","G","K",1,"Reef",0.99,3.1,0.03,-22.14,0.29,"9.67",0.67,0.19,0.57,0.1,"<0.01","0.09",5.88,0.03,0.14,0.61,0.13,0.19,2.04,8.44,12.3,29.69,NA,21.99,NA,84.26,175.29,NA,393.07,450.27,490.34,2.04,10.26,87.7,"10","1",273,1,8
"183",251,"600M","MarineRunoff","ABUR","ABUR",20,1,"T","3/14/17","G","K",3,"Reef",1.79,5.59,0.04,-23.46,0.36,"9",1.56,0.56,1.1,0.4,"0.07","0.12",2.75,0.17,0.08,0.47,0.2,0.24,4.24,17.3,35.91,88.37,NA,8.38,NA,27.38,75.6,NA,129.3,147.69,168.78,4.24,31.68,64.09,"20","3",252,9,11
"184",252,"601M","MarineRunoff","ABUR","ABUR",20,1,"B","3/14/17","G","K",3,"Reef",2.07,4.22,0.05,-23.4,0.49,"9.8",1.86,0.91,1.26,0.56,"0.04","0.11",2.27,0.08,0.06,0.22,0.35,0.2,4.75,18.89,32.35,81.21,NA,6.72,NA,23.48,83.05,NA,146.86,168.99,194.9,4.75,27.6,67.65,"20","3",279,6,10
"185",253,"602M","MarineRunoff","ABUR","ABUR",20,3,"T","3/14/17","G","K",3,"Reef",2.77,4.26,0.05,-23.3,0.52,"10.4",1.47,0.76,0.95,0.42,"0.1","0.09",2.27,0.25,0.07,0.26,0.31,0.21,4.87,21.9,41.71,89.62,NA,6.37,NA,19.89,70.82,NA,126.11,144.69,166.43,4.87,36.84,58.29,"20","3",17,12,8
"186",254,"603M","MarineRunoff","ABUR","ABUR",20,3,"B","3/14/17","G","K",3,"Reef",2.59,3.94,0.06,-23.59,0.61,"10.17",1.83,1.11,1.22,0.57,"0.04","0.13",2.15,0.07,0.07,0.23,NA,0.22,4.84,20.72,36.91,85.59,NA,6.35,NA,20.64,76.95,NA,136.51,155.77,176.64,4.84,32.07,63.09,"20","3",7,6,12
"187",255,"604M","MarineRunoff","ABUR","ABUR",20,4,"T","3/14/17","G","K",3,"Reef",1.16,4.07,0.04,-23.49,0.24,"6",0.71,0.17,0.44,0.21,"0.05","0.07",2.12,0.26,0.11,0.37,NA,0.21,2.84,12.38,28.91,85.26,NA,16.49,NA,44.63,81.75,NA,136.67,155.27,175.76,2.84,26.07,71.09,"20","3",165,7,6
"188",256,"605M","MarineRunoff","ABUR","ABUR",20,4,"B","3/14/17","G","K",3,"Reef",2.23,4.17,0.05,-23.5,0.45,"9",1.52,0.68,1.03,0.4,"0.09","0.09",2.54,0.22,0.06,0.29,0.33,0.21,4.53,18.77,34.56,84.95,NA,7.2,NA,23.91,79.03,NA,137.78,156.93,177.58,4.53,30.02,65.44,"20","3",252,11,8
"189",257,"610M","MarineRunoff","ABUR","ABUR",20,2,"T","3/14/17","G","K",3,"Reef",1.85,3.93,0.04,-22.83,0.33,"8.25",1.25,0.41,0.82,0.39,"0.04","0.11",2.09,0.09,0.09,0.38,NA,0.23,3.81,15.88,33.85,86.68,NA,9.91,NA,31.46,77.88,NA,133.64,152.35,173.33,3.81,30.04,66.15,"20","3",229,6,10
"190",258,"611M","MarineRunoff","ABUR","ABUR",20,2,"B","3/14/17","G","K",3,"Reef",1.55,3.83,0.05,-23.51,0.53,"10.6",1.59,0.84,1.11,0.45,"0.03","0.09",2.47,0.08,0.06,0.27,0.35,0.23,3.81,15.1,27.28,79.4,NA,9.59,NA,35.18,87.65,NA,149.19,170.7,196.78,3.81,23.47,72.72,"20","3",22,5,8
"191",259,"672M","MarineRunoff","ABUR","ABUR",10,2,"T","3/14/17","G","K",3,"Reef",1.26,1.26,0.03,-21.18,0.13,"4.33",0.25,0.03,0.2,NA,"0.06",NA,NA,NA,NA,NA,0.38,NA,1.77,7.18,9.97,52.63,NA,30.01,NA,78.45,121.83,NA,193.78,221.06,250.52,1.77,8.2,90.03,"10","3",150,8,NA
"192",260,"673M","MarineRunoff","ABUR","ABUR",10,2,"B","3/14/17","G","K",3,"Reef",1.7,1.62,0.03,-23.12,0.19,"6.33",0.53,0.1,0.3,0.2,"0.03",NA,1.51,0.15,NA,0.86,NA,0.26,2.89,12.11,17.51,58.58,NA,13.87,NA,55.33,114.34,NA,189.89,216.92,245.89,2.89,14.62,82.49,"10","3",172,5,NA
"193",261,"674M","MarineRunoff","ABUR","ABUR",10,4,"T","3/14/17","G","K",3,"Reef",1.22,1.95,0.03,-21.55,0.15,"5",0.26,0.04,0.21,0.04,"0.01",NA,5.09,0.26,NA,NA,NA,0.22,2.04,8.24,11.96,55.26,NA,25.24,NA,73.77,118.76,NA,190.39,215.55,243.73,2.04,9.92,88.04,"10","3",153,3,NA
"194",262,"675M","MarineRunoff","ABUR","ABUR",10,4,"B","3/14/17","G","K",3,"Reef",2.54,1.6,0.03,-22.77,0.21,"7",0.98,0.21,0.72,0.24,"0.02","0.09",3.02,0.09,0.1,0.55,0.2,0.22,3.92,16.81,24.35,63.34,NA,8.37,NA,28.63,107.08,NA,182.11,206.72,235.12,3.92,20.43,75.65,"10","3",187,4,8
"195",263,"676M","MarineRunoff","ABUR","ABUR",10,3,"T","3/14/17","G","K",3,"Reef",1.69,1.95,0.03,-22.76,0.17,"5.67",0.34,0.06,0.27,0.08,NA,NA,3.46,NA,NA,NA,NA,0.21,1.95,7.98,11.57,53.95,NA,26.33,NA,75.03,120.18,NA,191.97,218.75,247.98,1.95,9.62,88.43,"10","3",162,NA,NA
"196",264,"677M","MarineRunoff","ABUR","ABUR",10,3,"B","3/14/17","G","K",3,"Reef",1.32,1.3,0.03,-22.79,0.17,"5.67",0.52,0.09,0.31,0.13,"0.08",NA,2.4,0.6,NA,0.81,0.18,0.27,2.83,10.7,15.1,55.63,NA,16.41,NA,65.28,117.88,NA,190.65,217.33,246.91,2.83,12.27,84.9,"10","3",162,10,NA
"197",265,"682M","MarineRunoff","ABUR","ABUR",10,1,"B","3/14/17","G","K",3,"Reef",1.58,1.17,0.03,-22.81,0.14,"4.67",0.12,0.02,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,10.63,15.17,58.32,NA,16.9,NA,65.01,115.14,NA,186.37,209.9,237.2,2.74,12.43,84.83,"10","3",152,NA,NA
"198",266,"683M","MarineRunoff","ABUR","ABUR",10,1,"T","3/14/17","G","K",3,"Reef",1.36,-5.45,0.03,-18.31,0.17,"5.67",0.29,0.05,0.22,0.07,"0.01",NA,3.38,0.11,NA,NA,NA,0.13,1.81,7.11,10.02,51.63,NA,30.45,NA,79.42,123.05,NA,192.48,217.45,244.78,1.81,8.21,89.98,"10","3",162,3,NA
"199",267,"612M","MarineRunoff","GOLB","GOLB",20,1,"T","3/14/17","G","K",2,"Reef",1.41,3.86,0.04,-22.63,0.27,"6.75",2.04,0.55,1.64,0.33,"0.07","0.1",5.03,0.21,0.05,0.39,0.13,0.22,3.4,13.03,21.37,55.08,NA,10.72,NA,46.14,115.96,NA,226.08,277.71,359.29,3.4,17.97,78.63,"20","2",179,9,9
"200",268,"613M","MarineRunoff","GOLB","GOLB",20,1,"B","3/14/17","G","K",2,"Reef",1.26,3.88,0.04,-23.77,0.28,"7",2.54,0.71,2.01,0.46,"0.06","0.11",4.35,0.13,0.05,0.27,0.13,0.2,2.85,11.55,18.44,46.95,NA,13.29,NA,53.35,130.4,NA,247.36,308.89,393.13,2.85,15.6,81.56,"20","2",187,8,10
"201",269,"616M","MarineRunoff","GOLB","GOLB",20,4,"T","3/14/17","G","K",2,"Reef",1.25,4.48,0.03,-22.6,0.26,"8.67",2.81,0.73,2.29,0.43,"0.09",NA,5.35,0.22,NA,0.39,0.11,0.28,3.04,11.2,17.99,48.6,NA,13.6,NA,55.85,127.44,NA,241.35,296.94,384.07,3.04,14.95,82.01,"20","2",241,11,NA
"202",270,"617M","MarineRunoff","GOLB","GOLB",20,4,"B","3/14/17","G","K",2,"Reef",1.36,4.11,0.04,-22.58,0.28,"7",0.95,0.27,0.63,0.27,"0.05",NA,2.34,0.18,NA,0.34,0.18,0.22,2.9,11.22,17.44,46.44,NA,13.53,NA,56.9,131.12,NA,243.65,299.25,385.86,2.9,14.54,82.56,"20","2",187,7,NA
"203",271,"620M","MarineRunoff","GOLB","GOLB",20,2,"T","3/14/17","G","K",2,"Reef",1.55,4.62,0.05,-23.03,0.35,"7",1.21,0.43,0.79,0.36,"0.07","0.11",2.2,0.19,0.09,0.38,0.23,0.24,3.25,13.09,20.82,51.97,NA,10.77,NA,45.67,121.36,NA,236.09,291.44,378.48,3.25,17.57,79.18,"20","2",187,9,10
"204",272,"621M","MarineRunoff","GOLB","GOLB",20,2,"B","3/14/17","G","K",2,"Reef",1.31,4.09,0.04,-22.76,0.29,"7.25",2.43,0.7,1.9,0.45,"0.08",NA,4.26,0.18,NA,0.33,0.13,0.26,2.94,11.93,19.05,47.86,NA,12.54,NA,51.32,128.79,NA,244.29,302.3,387.93,2.94,16.11,80.95,"20","2",193,10,NA
"205",273,"622M","MarineRunoff","GOLB","GOLB",20,3,"B","3/14/17","G","K",2,"Reef",1.14,3.82,0.04,-22.88,0.28,"7",2.28,0.64,1.82,0.39,"0.06","0.11",4.64,0.16,0.05,0.32,0.13,0.2,2.41,9.94,15.51,42.44,NA,16.81,NA,64.44,137.84,NA,256.25,320.24,398.83,2.41,13.1,84.49,"20","2",187,8,10
"206",274,"623M","MarineRunoff","GOLB","GOLB",20,3,"T","3/14/17","G","K",2,"Reef",1.34,3.95,0.04,-22.08,0.25,"6.25",2.31,0.58,1.88,0.33,"0.1",NA,5.75,0.3,NA,0.4,0.14,0.29,3.16,11.68,18.97,51.05,NA,12.68,NA,53.32,123.09,NA,236.91,292.16,379.22,3.16,15.82,81.03,"20","2",169,12,NA
"207",275,"660M","MarineRunoff","GOLB","GOLB",10,2,"T","3/14/17","G","K",2,"Reef",0.79,2.97,0.03,-22.36,0.18,"6",0.67,0.12,0.47,0.19,"0.01",NA,2.51,0.07,NA,0.45,0.19,0.2,2.17,8.33,15.54,54.44,NA,23.38,NA,63.31,116.88,NA,332.01,404.06,469.16,2.17,13.37,84.46,"10","2",165,3,NA
"208",276,"661M","MarineRunoff","GOLB","GOLB",10,2,"B","3/14/17","G","K",2,"Reef",0.63,1.73,0.03,-23.13,0.12,"4",2.06,0.25,1.78,0.23,"0.05",NA,7.67,0.23,NA,0.6,NA,0.18,2.41,9.26,16.6,51.3,NA,20.07,NA,60.97,122.29,NA,357.12,423.3,478.36,2.41,14.19,83.4,"10","2",149,7,NA
